,id,source,severity,distance(mi),description,street,city,county,state,zipcode,country,timezone,airport_code,temperature(f),wind_chill(f),humidity(%),pressure(in),visibility(mi),wind_direction,wind_speed(mph),weather_condition,amenity,bump,crossing,give_way,junction,no_exit,railway,roundabout,station,stop,traffic_calming,traffic_signal,turning_loop,sunrise_sunset,civil_twilight,nautical_twilight,astronomical_twilight,s_date,s_time,e_date,e_time,weather_time
237,A-238,Source2,3,0.01,Accident on I-77 Southbound at Exit 130 OH-261 Vernon Odom Blvd. Expect delays.,Vernon Odom Blvd,Akron,Summit,OH,44320-4026,US,US/Eastern,KAKR,3.9,23.36869565217391,91.0,30.49,1.8,Calm,9.841448058761804,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,07:47:17,2016-02-18,08:17:17,07:43:00
238,A-239,Source2,3,0.01,One lane blocked due to accident on I-71 Southbound at Exit 84 OH-56 State Route 56. Expect delays.,State Route 56 SE,Mount Sterling,Madison,OH,43143,US,US/Eastern,KTZR,23.0,23.36869565217391,86.0,30.48,7.0,Calm,9.841448058761804,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,07:51:15,2016-02-18,08:21:15,07:50:00
239,A-240,Source2,3,0.01,Accident on I-480 Eastbound at Exit 15 Ridge Rd. Expect delays.,Ridge Rd,Cleveland,Cuyahoga,OH,44144,US,US/Eastern,KCLE,12.9,6.9,88.0,30.58,8.0,SSE,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,07:49:43,2016-02-18,08:19:43,07:51:00
240,A-241,Source2,3,0.01,Accident on I-480 Eastbound at Exit 9 OH-17 Brookpark Rd. Expect delays.,Grayton Rd,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,12.9,6.9,88.0,30.58,8.0,SSE,3.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,07:55:22,2016-02-18,08:25:22,07:51:00
241,A-242,Source3,3,0.01,One lane blocked due to accident on I-75 Northbound at Exit 58 Needmore Rd.,Needmore Rd,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,26.1,23.36869565217391,81.0,30.5,5.0,Calm,9.841448058761804,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,07:50:11,2016-02-18,08:20:11,07:56:00
242,A-243,Source3,2,0.01,One lane blocked due to accident on US-35 Westbound at Woodman Dr.,Woodman Dr,Dayton,Montgomery,OH,45432,US,US/Eastern,KFFO,25.9,23.36869565217391,86.0,30.5,10.0,Calm,9.841448058761804,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,08:01:09,2016-02-18,08:31:09,07:58:00
243,A-244,Source2,3,0.01,Right hand shoulder blocked due to accident on I-270 Outerbelt Northbound at Exit 37 OH-317 Hamilton Rd.,N Hamilton Rd,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,27.0,23.0,75.0,30.51,7.0,East,3.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,08:00:26,2016-02-18,08:30:26,07:51:00
244,A-245,Source2,2,0.01,Accident on Washington Church Rd near Lyons Rd. Expect delays.,Lyons Rd,Miamisburg,Montgomery,OH,45342-5453,US,US/Eastern,KMGY,27.0,23.0,78.0,30.48,5.0,South,3.5,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,08:15:01,2016-02-18,08:45:01,07:53:00
245,A-246,Source2,2,0.01,Accident on 5th St at Torrence St. Expect delays.,E 5th St,Dayton,Montgomery,OH,45403-2633,US,US/Eastern,KFFO,25.9,23.36869565217391,86.0,30.5,10.0,Calm,9.841448058761804,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,08:12:56,2016-02-18,08:42:56,07:58:00
246,A-247,Source2,2,0.0,Accident on Philadelphia St near 3rd St. Expect delays.,E 3rd St,Dayton,Montgomery,OH,45403-2021,US,US/Eastern,KFFO,25.9,23.36869565217391,86.0,30.5,10.0,Calm,9.841448058761804,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,08:15:59,2016-02-18,08:45:59,07:58:00
247,A-248,Source2,3,0.01,Accident on I-70 Eastbound at Exit 103B Alum Creek Dr. Expect delays.,I-70 E,Columbus,Franklin,OH,43209,US,US/Eastern,KCMH,27.0,23.0,75.0,30.51,7.0,East,3.5,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,08:20:00,2016-02-18,08:50:00,07:51:00
248,A-249,Source2,3,0.01,Accident on I-71 at Exit 238 I-480.,Outerbelt South Fwy W,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,16.0,6.3,81.0,30.62,10.0,ESE,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,08:22:38,2016-02-18,08:52:38,08:51:00
249,A-250,Source2,2,0.0,Accident on Marco Ln at Mandel Dr. Expect delays.,Marco Ln,Dayton,Montgomery,OH,45458-3853,US,US/Eastern,KMGY,28.9,23.36869565217391,75.0,30.5,6.0,Calm,9.841448058761804,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,08:29:38,2016-02-18,08:59:38,08:53:00
250,A-251,Source2,2,0.0,Accident on Wadsworth Rd at Needmore Rd. Expect delays.,Needmore Rd,Dayton,Montgomery,OH,45414-4203,US,US/Eastern,KDAY,30.9,27.5,79.0,30.51,5.0,SE,3.5,Haze,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-18,08:37:28,2016-02-18,09:07:28,08:56:00
251,A-252,Source2,3,0.01,Accident on I-71 Northbound at Exit 235 Bagley Rd. Expect delays.,I-71 N,Cleveland,Cuyahoga,OH,44130,US,US/Eastern,KCLE,16.0,6.3,81.0,30.62,10.0,ESE,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,08:39:27,2016-02-18,09:09:27,08:51:00
252,A-253,Source2,2,0.01,Accident on US-33 Riverside Dr at Trabue Rd / Cambridge Blvd. Expect delays.,Riverside Dr,Columbus,Franklin,OH,43221-4020,US,US/Eastern,KOSU,27.0,19.5,85.0,30.53,8.0,East,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-18,08:48:51,2016-02-18,09:18:51,08:53:00
253,A-254,Source2,2,0.0,Accident on Illinois Ave at Buchanan Ave. Expect delays.,Illinois Ave,Dayton,Montgomery,OH,45410-2036,US,US/Eastern,KFFO,30.4,23.36869565217391,82.0,30.52,10.0,Calm,9.841448058761804,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,08:51:29,2016-02-18,09:21:29,08:58:00
254,A-255,Source2,3,0.01,Right hand shoulder blocked due to accident on I-71 Northbound at Exit 104 OH-104 Frank Rd.,Frank Rd,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,26.6,23.36869565217391,80.0,30.5,7.0,Calm,9.841448058761804,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,09:00:07,2016-02-18,09:30:07,08:50:00
255,A-256,Source2,2,0.01,Accident on Tiedeman Rd Southbound at Cascade Xing.,Cascade Xing,Cleveland,Cuyahoga,OH,44144-2320,US,US/Eastern,KCLE,16.0,6.3,81.0,30.62,10.0,ESE,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-18,09:03:24,2016-02-18,09:48:24,08:51:00
256,A-257,Source3,3,0.01,Two lanes blocked due to accident on I-71 Southbound at Exit 110B 11th Ave. Expect delays.,North Fwy N,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,30.0,23.2,72.0,30.53,7.0,East,6.9,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,09:25:10,2016-02-18,09:55:10,09:51:00
257,A-258,Source2,3,0.01,Accident on I-71 Southbound at Exit 235 Bagley Rd.,I-71 S,Cleveland,Cuyahoga,OH,44130,US,US/Eastern,KCLE,21.9,12.5,63.0,30.62,10.0,ESE,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,09:22:26,2016-02-18,09:52:26,09:51:00
258,A-259,Source2,3,0.01,One lane blocked due to accident on I-71 Northbound near Exit 238 I-480. Expect delays.,I-480 E,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,21.9,12.5,63.0,30.62,10.0,ESE,8.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,09:26:39,2016-02-18,09:56:39,09:51:00
259,A-260,Source2,3,0.01,One lane blocked due to accident on I-480 Eastbound at Exit 20A-B I-77. Expect delays.,Outerbelt South Fwy W,Independence,Cuyahoga,OH,44131,US,US/Eastern,KBKL,24.1,17.0,62.0,30.59,10.0,SSE,5.8,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,09:26:00,2016-02-18,09:56:00,09:53:00
260,A-261,Source2,2,0.01,Accident on OH-202 Troy Pike Southbound at I-70 Exit 36.,Troy Pike,Dayton,Montgomery,OH,45424,US,US/Eastern,KFFO,30.4,23.36869565217391,82.0,30.52,10.0,Calm,9.841448058761804,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,09:45:05,2016-02-18,10:15:05,08:58:00
261,A-262,Source2,3,0.01,One lane blocked due to accident on I-71 Southbound at Exit 84 OH-56 State Route 56. Expect delays.,State Route 56 SE,Mount Sterling,Madison,OH,43143,US,US/Eastern,KTZR,32.0,26.4,75.0,30.51,7.0,ESE,5.8,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,10:15:59,2016-02-18,10:45:59,09:50:00
262,A-263,Source2,3,0.01,Right hand shoulder blocked due to accident on I-75 Southbound at Exit 59 Wyse Rd.,Benchwood Rd,Dayton,Montgomery,OH,45414,US,US/Eastern,KDAY,39.0,33.4,60.0,30.53,9.0,South,8.1,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-18,11:27:16,2016-02-18,11:57:16,11:56:00
263,A-264,Source2,2,0.0,Accident on Walnut St at Birch Aly.,Walnut St,Beavercreek,Montgomery,OH,45440-1379,US,US/Eastern,KMGY,37.9,31.5,57.0,30.47,10.0,South,9.2,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,13:44:49,2016-02-18,14:14:49,13:53:00
264,A-265,Source2,2,0.01,Accident on James H McGee Blvd at 3rd St.,N James H McGee Blvd,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,39.9,33.4,53.0,30.45,10.0,SE,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-18,15:31:55,2016-02-18,16:16:55,15:58:00
265,A-266,Source2,2,0.01,Accident on Ludlow St at OH-48 Main St.,S Main St,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,39.9,33.4,53.0,30.45,10.0,SE,10.4,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-18,15:46:33,2016-02-18,16:31:33,15:58:00
266,A-267,Source2,2,0.01,Accident on Wayne Ave at Cass St.,Wayne Ave,Dayton,Montgomery,OH,45410-1117,US,US/Eastern,KFFO,39.9,33.4,53.0,30.45,10.0,SE,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,15:46:10,2016-02-18,16:31:10,15:58:00
267,A-268,Source2,3,0.01,Delays expected due to accident on I-75 Northbound at Exit 68 OH-571 Main St.,W Main St,Tipp City,Miami,OH,45371,US,US/Eastern,KDAY,37.9,28.2,60.0,30.41,10.0,SSE,18.4,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,16:40:55,2016-02-18,17:10:55,16:56:00
268,A-269,Source2,2,0.0,Accident on Mandel Dr at Box Elder Dr.,Mandel Dr,Dayton,Montgomery,OH,45458-3876,US,US/Eastern,KMGY,37.9,28.9,55.0,30.41,10.0,SE,16.1,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,16:43:30,2016-02-18,17:13:30,16:53:00
269,A-270,Source2,3,0.01,Accident on I-70 Eastbound at Exit 102 Kelton Ave. Approach with care.,I-70 E,Columbus,Franklin,OH,43205,US,US/Eastern,KCMH,35.1,29.3,57.0,30.47,9.0,ESE,6.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,17:16:50,2016-02-18,17:46:50,16:51:00
270,A-271,Source2,2,0.01,Accident on OH-315 Olentangy Fwy at I-270 Outerbelt.,Olentangy Fwy S,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,36.0,28.5,59.0,30.43,10.0,ESE,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-18,17:24:32,2016-02-18,18:09:32,17:53:00
271,A-272,Source2,2,0.01,Accident on Shoup Mill Rd at Turner Rd. Expect delays.,N Main St,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,39.9,30.8,63.0,30.13,10.0,SSE,18.4,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2016-02-19,04:22:53,2016-02-19,04:52:53,03:56:00
272,A-273,Source2,2,0.01,Accident on Springboro Rd at Arbor Blvd. Expect delays.,Arbor Blvd,Moraine,Montgomery,OH,45439-1510,US,US/Eastern,KMGY,39.9,32.9,60.0,30.12,10.0,South,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-02-19,04:23:43,2016-02-19,04:53:43,04:53:00
273,A-274,Source2,2,0.01,Accident on US-23 High St at Morrill Ave. Expect delays.,W Morrill Ave,Columbus,Franklin,OH,43207-1850,US,US/Eastern,KLCK,35.4,28.4,68.0,30.18,10.0,SE,9.2,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-02-19,05:00:42,2016-02-19,05:30:42,04:55:00
274,A-275,Source2,3,0.01,One lane blocked due to accident on I-70 Westbound at Exits 93 93A 93B I-270 Outerbelt. Expect delays.,Outerbelt S,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,34.9,27.1,70.0,30.16,10.0,SSE,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2016-02-19,05:24:23,2016-02-19,05:54:23,05:15:00
275,A-276,Source2,2,0.01,Accident on Groveport Rd at OH-104 Frank Rd.,Groveport Rd,Columbus,Franklin,OH,43207,US,US/Eastern,KLCK,35.4,29.7,68.0,30.15,10.0,SSE,6.9,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2016-02-19,06:08:10,2016-02-19,06:53:10,06:15:00
276,A-277,Source2,2,0.01,Accident on OH-125 State Route 125 at OH-222 State Route 222 / OH-125 Ohio Pike. Expect delays.,State Route 125,Batavia,Clermont,OH,45103,US,US/Eastern,KI69,43.5,37.1,57.0,30.11,10.0,South,12.7,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,2016-02-19,06:33:33,2016-02-19,07:03:33,06:36:00
277,A-278,Source2,2,0.0,Accident on Meriline Ave at Farnham Ave. Expect delays.,Meriline Ave,Dayton,Montgomery,OH,45420-2827,US,US/Eastern,KFFO,41.0,34.7,61.0,30.1,10.0,SSE,10.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2016-02-19,06:36:02,2016-02-19,07:06:02,06:58:00
278,A-279,Source2,2,0.0,Accident on Taylor Ave at Greenway Ave. Expect delays.,Taylor Ave,Columbus,Franklin,OH,43203-1222,US,US/Eastern,KCMH,36.0,27.5,57.0,30.16,10.0,SE,12.7,Mostly Cloudy,False,False,False,False,False,False,False,False,True,False,False,True,False,Night,Day,Day,Day,2016-02-19,07:06:51,2016-02-19,07:36:51,06:51:00
279,A-280,Source2,2,0.01,Accident on US-62 Coshocton St at Williams St.,N Williams St,Johnstown,Licking,OH,43031-1037,US,US/Eastern,KCMH,37.0,28.9,57.0,30.15,10.0,SE,12.7,Overcast,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-19,07:23:09,2016-02-19,07:53:09,07:51:00
280,A-281,Source2,2,0.01,Accident on Stanley Ave at Keowee St. Expect delays.,N Keowee St,Dayton,Montgomery,OH,45404-1104,US,US/Eastern,KFFO,42.8,37.0,60.0,30.08,10.0,SSE,10.4,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-19,07:39:56,2016-02-19,08:09:56,07:58:00
281,A-282,Source2,2,0.01,Accident on Hilliard Rome Rd at Tinapple Rd. Expect delays.,Hilliard Rome Rd,Hilliard,Franklin,OH,43026-9601,US,US/Eastern,KOSU,37.0,29.3,62.0,30.12,10.0,SE,11.5,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-19,07:38:00,2016-02-19,08:08:00,07:53:00
282,A-283,Source2,2,0.01,Accident on Roberts Rd at Hilliard Rome Rd. Expect delays.,Hilliard Rome Rd,Hilliard,Franklin,OH,43026-9468,US,US/Eastern,KOSU,37.0,29.3,62.0,30.12,10.0,SE,11.5,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-19,07:51:29,2016-02-19,08:21:29,07:53:00
283,A-284,Source2,3,0.01,Accident on I-675 Northbound near Exits 13A 13A-B 13B US-35. Expect delays.,I-675 S,Dayton,Greene,OH,45430,US,US/Eastern,KFFO,42.8,37.0,60.0,30.08,10.0,SSE,10.4,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-19,07:52:38,2016-02-19,08:22:38,07:58:00
284,A-285,Source2,2,0.0,Accident on Court St at Summit St.,E Court St,Bowling Green,Wood,OH,43402-2428,US,US/Eastern,KTDZ,43.0,34.5,53.0,29.98,10.0,South,19.6,Clear,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,2016-02-19,08:05:52,2016-02-19,08:35:52,07:53:00
285,A-286,Source2,3,0.01,Accident on I-70 Westbound at Exit 102 Kelton Ave. Expect delays.,East Fwy W,Columbus,Franklin,OH,43205,US,US/Eastern,KCMH,37.0,28.9,57.0,30.15,10.0,SE,12.7,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-19,08:18:42,2016-02-19,08:48:42,07:51:00
286,A-287,Source2,2,0.0,Accident on Lexington Ave at Wilson Dr. Expect delays.,Wilson Dr,Dayton,Montgomery,OH,45402-5619,US,US/Eastern,KFFO,47.7,23.36869565217391,52.0,30.06,10.0,South,17.3,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-19,08:28:12,2016-02-19,08:58:12,08:58:00
287,A-288,Source2,2,0.0,Accident on Redwood Ave at OH-48 Main St. Expect delays.,N Main St,Dayton,Montgomery,OH,45405-5105,US,US/Eastern,KDAY,48.0,23.36869565217391,52.0,30.03,10.0,South,27.6,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-19,08:32:47,2016-02-19,09:02:47,08:56:00
288,A-289,Source2,2,0.01,Accident on Wayne Ave at /Keowee St / Wayne Ave. Expect delays.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,47.7,23.36869565217391,52.0,30.06,10.0,South,17.3,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-19,08:58:38,2016-02-19,09:28:38,08:58:00
289,A-290,Source2,2,0.0,Accident on Cardington Rd at Lance Dr. Expect delays.,Cardington Rd,Dayton,Montgomery,OH,45409,US,US/Eastern,KFFO,49.6,23.36869565217391,50.0,30.03,10.0,South,23.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-19,10:24:05,2016-02-19,10:54:05,09:58:00
290,A-291,Source2,2,0.0,Accident on Pleasant Ave at Harbine Ave. Expect delays.,Pleasant Ave,Dayton,Montgomery,OH,45403-2728,US,US/Eastern,KFFO,53.8,23.36869565217391,45.0,29.97,10.0,South,25.3,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-19,11:23:40,2016-02-19,11:53:40,10:58:00
291,A-292,Source2,2,0.0,Accident on Walton Ave at Kammer Ave. Expect delays.,Walton Ave,Dayton,Montgomery,OH,45417-1525,US,US/Eastern,KDAY,57.0,23.36869565217391,44.0,29.91,10.0,SSW,27.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-19,11:45:16,2016-02-19,12:15:16,11:56:00
292,A-293,Source2,2,0.01,Accident on OH-48 Main St at Ashwood Ave. Expect delays.,N Main St,Dayton,Montgomery,OH,45405-2402,US,US/Eastern,KDAY,57.0,23.36869565217391,44.0,29.91,10.0,SSW,27.6,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-19,11:37:32,2016-02-19,12:07:32,11:56:00
293,A-294,Source2,2,0.01,Accident on OH-48 Main St at OH-4 Monument Ave. Expect delays.,W Monument Ave,Dayton,Montgomery,OH,45402-1201,US,US/Eastern,KFFO,59.4,23.36869565217391,37.0,29.93,10.0,SSW,29.9,Clear,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-19,11:29:02,2016-02-19,12:14:14,11:58:00
294,A-295,Source2,2,0.01,Accident on OH-48 Main St at 4th St. Expect delays.,E 4th St,Dayton,Montgomery,OH,45402,US,US/Eastern,KFFO,59.4,23.36869565217391,37.0,29.93,10.0,SSW,29.9,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2016-02-19,11:38:14,2016-02-19,12:08:14,11:58:00
295,A-296,Source2,3,0.01,Accident on I-71 Northbound at Exit 131 US-36 State Route 37. Expect delays.,I-71 S,Galena,Delaware,OH,43021,US,US/Eastern,KDLZ,46.4,39.2,57.0,29.95,10.0,South,18.4,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-19,11:27:47,2016-02-19,12:14:05,11:36:00
296,A-297,Source2,2,0.01,Accident on US-33 Columbus Marysville Rd at Avery Rd.,Columbus Marysville Rd N,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,57.0,23.36869565217391,47.0,29.81,10.0,South,21.9,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2016-02-19,15:12:04,2016-02-19,15:42:04,14:53:00
